Outcome,Recommendation,TargetType,RuleId,RuleName
Pass,Consider using managed disks for virtual machine storage.,Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.UseManagedDisks,Azure.VM.UseManagedDisks
Fail,Consider using availability sets/ zones or only premium/ ultra disks to improve SLA.,Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.Standalone,Azure.VM.Standalone
Pass,Basic VM sizes are not suitable for production workloads or intensive development workloads. Consider migration to an alternative Standard VM size.,Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.BasicSku,Azure.VM.BasicSku
Pass,Check disk caching is configured correctly for the workload.,Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.DiskCaching,Azure.VM.DiskCaching
Fail,Consider using Hybrid Use Benefit for eligible workloads.,Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.UseHybridUseBenefit,Azure.VM.UseHybridUseBenefit
Pass,Consider enabling accelerated networking for supported operating systems and VM types.,Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.AcceleratedNetworking,Azure.VM.AcceleratedNetworking
Pass,"Automatically provision the VM agent for all supported operating systems, this is the default.",Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.Agent,Azure.VM.Agent
Pass,"Enable automatic updates at deployment time, then reconfigure as required to meet patch management requirements.",Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.Updates,Azure.VM.Updates
Pass,"Consider using names that meet VM resource name requirements. Additionally, consider using a resource name that meeting OS naming requirements.",Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.Name,Azure.VM.Name
Pass,"Consider using computer names that meet OS naming requirements. Additionally, consider using computer names that match the VM resource name.",Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.ComputerName,Azure.VM.ComputerName
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider using managed disks for virtual machine storage.,Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.UseManagedDisks,Azure.VM.UseManagedDisks
Fail,Consider using availability sets/ zones or only premium/ ultra disks to improve SLA.,Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.Standalone,Azure.VM.Standalone
Pass,Basic VM sizes are not suitable for production workloads or intensive development workloads. Consider migration to an alternative Standard VM size.,Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.BasicSku,Azure.VM.BasicSku
Pass,Check disk caching is configured correctly for the workload.,Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.DiskCaching,Azure.VM.DiskCaching
Pass,Consider using Hybrid Use Benefit for eligible workloads.,Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.UseHybridUseBenefit,Azure.VM.UseHybridUseBenefit
Pass,Consider enabling accelerated networking for supported operating systems and VM types.,Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.AcceleratedNetworking,Azure.VM.AcceleratedNetworking
Pass,"Automatically provision the VM agent for all supported operating systems, this is the default.",Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.Agent,Azure.VM.Agent
Pass,"Enable automatic updates at deployment time, then reconfigure as required to meet patch management requirements.",Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.Updates,Azure.VM.Updates
Pass,"Consider using names that meet VM resource name requirements. Additionally, consider using a resource name that meeting OS naming requirements.",Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.Name,Azure.VM.Name
Pass,"Consider using computer names that meet OS naming requirements. Additionally, consider using computer names that match the VM resource name.",Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.ComputerName,Azure.VM.ComputerName
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider using managed disks for virtual machine storage.,Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.UseManagedDisks,Azure.VM.UseManagedDisks
Fail,Consider using availability sets/ zones or only premium/ ultra disks to improve SLA.,Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.Standalone,Azure.VM.Standalone
Pass,Basic VM sizes are not suitable for production workloads or intensive development workloads. Consider migration to an alternative Standard VM size.,Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.BasicSku,Azure.VM.BasicSku
Pass,Check disk caching is configured correctly for the workload.,Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.DiskCaching,Azure.VM.DiskCaching
Fail,Consider using Hybrid Use Benefit for eligible workloads.,Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.UseHybridUseBenefit,Azure.VM.UseHybridUseBenefit
Pass,"Automatically provision the VM agent for all supported operating systems, this is the default.",Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.Agent,Azure.VM.Agent
Pass,"Enable automatic updates at deployment time, then reconfigure as required to meet patch management requirements.",Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.Updates,Azure.VM.Updates
Pass,"Consider using names that meet VM resource name requirements. Additionally, consider using a resource name that meeting OS naming requirements.",Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.Name,Azure.VM.Name
Pass,"Consider using computer names that meet OS naming requirements. Additionally, consider using computer names that match the VM resource name.",Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.ComputerName,Azure.VM.ComputerName
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",microsoft.devtestlab/schedules,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",microsoft.devtestlab/schedules,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",microsoft.devtestlab/schedules,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",microsoft.devtestlab/schedules,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",microsoft.devtestlab/schedules,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",microsoft.devtestlab/schedules,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",microsoft.devtestlab/schedules,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",microsoft.insights/actionGroups,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Insights/dataCollectionRules,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/connections,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider using names that meet connection naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Network/connections,PSRule.Rules.Azure\Azure.VNG.ConnectionName,Azure.VNG.ConnectionName
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/connections,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider using names that meet connection naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Network/connections,PSRule.Rules.Azure\Azure.VNG.ConnectionName,Azure.VNG.ConnectionName
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/connections,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider using names that meet connection naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Network/connections,PSRule.Rules.Azure\Azure.VNG.ConnectionName,Azure.VNG.ConnectionName
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/connections,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider using names that meet connection naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Network/connections,PSRule.Rules.Azure\Azure.VNG.ConnectionName,Azure.VNG.ConnectionName
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/connections,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider using names that meet connection naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Network/connections,PSRule.Rules.Azure\Azure.VNG.ConnectionName,Azure.VNG.ConnectionName
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/connections,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider using names that meet connection naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Network/connections,PSRule.Rules.Azure\Azure.VNG.ConnectionName,Azure.VNG.ConnectionName
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/connections,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider using names that meet connection naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Network/connections,PSRule.Rules.Azure\Azure.VNG.ConnectionName,Azure.VNG.ConnectionName
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/connections,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider using names that meet connection naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Network/connections,PSRule.Rules.Azure\Azure.VNG.ConnectionName,Azure.VNG.ConnectionName
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/localNetworkGateways,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/localNetworkGateways,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/localNetworkGateways,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/localNetworkGateways,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/localNetworkGateways,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/localNetworkGateways,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/localNetworkGateways,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/localNetworkGateways,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,Consider cleaning up NICs that are not required to reduce management complexity. Also consider using Resource Groups to help manage the lifecycle of related resources together.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.NICAttached,Azure.VM.NICAttached
Pass,Consider updating NIC DNS server settings to inherit from virtual network.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.UniqueDns,Azure.VM.UniqueDns
Pass,Consider using names that meet Network Interface naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.NICName,Azure.VM.NICName
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,Consider cleaning up NICs that are not required to reduce management complexity. Also consider using Resource Groups to help manage the lifecycle of related resources together.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.NICAttached,Azure.VM.NICAttached
Pass,Consider updating NIC DNS server settings to inherit from virtual network.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.UniqueDns,Azure.VM.UniqueDns
Pass,Consider using names that meet Network Interface naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.NICName,Azure.VM.NICName
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider cleaning up NICs that are not required to reduce management complexity. Also consider using Resource Groups to help manage the lifecycle of related resources together.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.NICAttached,Azure.VM.NICAttached
Pass,Consider updating NIC DNS server settings to inherit from virtual network.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.UniqueDns,Azure.VM.UniqueDns
Pass,Consider using names that meet Network Interface naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.NICName,Azure.VM.NICName
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider cleaning up NICs that are not required to reduce management complexity. Also consider using Resource Groups to help manage the lifecycle of related resources together.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.NICAttached,Azure.VM.NICAttached
Fail,Consider updating NIC DNS server settings to inherit from virtual network.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.UniqueDns,Azure.VM.UniqueDns
Pass,Consider using names that meet Network Interface naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.NICName,Azure.VM.NICName
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider cleaning up NICs that are not required to reduce management complexity. Also consider using Resource Groups to help manage the lifecycle of related resources together.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.NICAttached,Azure.VM.NICAttached
Pass,Consider updating NIC DNS server settings to inherit from virtual network.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.UniqueDns,Azure.VM.UniqueDns
Pass,Consider using names that meet Network Interface naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.NICName,Azure.VM.NICName
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,Consider cleaning up NICs that are not required to reduce management complexity. Also consider using Resource Groups to help manage the lifecycle of related resources together.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.NICAttached,Azure.VM.NICAttached
Pass,Consider updating NIC DNS server settings to inherit from virtual network.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.UniqueDns,Azure.VM.UniqueDns
Pass,Consider using names that meet Network Interface naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.NICName,Azure.VM.NICName
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider cleaning up NICs that are not required to reduce management complexity. Also consider using Resource Groups to help manage the lifecycle of related resources together.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.NICAttached,Azure.VM.NICAttached
Fail,Consider updating NIC DNS server settings to inherit from virtual network.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.UniqueDns,Azure.VM.UniqueDns
Pass,Consider using names that meet Network Interface naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.NICName,Azure.VM.NICName
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider cleaning up NICs that are not required to reduce management complexity. Also consider using Resource Groups to help manage the lifecycle of related resources together.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.NICAttached,Azure.VM.NICAttached
Pass,Consider updating NIC DNS server settings to inherit from virtual network.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.UniqueDns,Azure.VM.UniqueDns
Pass,Consider using names that meet Network Interface naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.NICName,Azure.VM.NICName
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider cleaning up NICs that are not required to reduce management complexity. Also consider using Resource Groups to help manage the lifecycle of related resources together.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.NICAttached,Azure.VM.NICAttached
Pass,Consider updating NIC DNS server settings to inherit from virtual network.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.UniqueDns,Azure.VM.UniqueDns
Pass,Consider using names that meet Network Interface naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.NICName,Azure.VM.NICName
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider cleaning up NICs that are not required to reduce management complexity. Also consider using Resource Groups to help manage the lifecycle of related resources together.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.NICAttached,Azure.VM.NICAttached
Pass,Consider updating NIC DNS server settings to inherit from virtual network.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.UniqueDns,Azure.VM.UniqueDns
Pass,Consider using names that meet Network Interface naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.NICName,Azure.VM.NICName
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider cleaning up NICs that are not required to reduce management complexity. Also consider using Resource Groups to help manage the lifecycle of related resources together.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.NICAttached,Azure.VM.NICAttached
Pass,Consider updating NIC DNS server settings to inherit from virtual network.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.UniqueDns,Azure.VM.UniqueDns
Pass,Consider using names that meet Network Interface naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.NICName,Azure.VM.NICName
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider cleaning up NICs that are not required to reduce management complexity. Also consider using Resource Groups to help manage the lifecycle of related resources together.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.NICAttached,Azure.VM.NICAttached
Pass,Consider updating NIC DNS server settings to inherit from virtual network.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.UniqueDns,Azure.VM.UniqueDns
Pass,Consider using names that meet Network Interface naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.NICName,Azure.VM.NICName
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider cleaning up NICs that are not required to reduce management complexity. Also consider using Resource Groups to help manage the lifecycle of related resources together.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.NICAttached,Azure.VM.NICAttached
Pass,Consider updating NIC DNS server settings to inherit from virtual network.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.UniqueDns,Azure.VM.UniqueDns
Pass,Consider using names that meet Network Interface naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.NICName,Azure.VM.NICName
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/networkSecurityGroups,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider updating inbound rules to use a specified source such as an IP range or service tag. If inbound access from Internet-based sources is intended, consider using the service tag Internet.
Consider using services such as Application Gateway and DDoS Protection Standard when inbound Internet access is intended.",Microsoft.Network/networkSecurityGroups,PSRule.Rules.Azure\Azure.NSG.AnyInboundSource,Azure.NSG.AnyInboundSource
Pass,"Deny all inbound rules should not use priority 100. The lowest configurable priority is 100, meaning that whitelisted network traffic rules can not be placed before the deny all.
Consider whitelisting inbound network traffic as required.",Microsoft.Network/networkSecurityGroups,PSRule.Rules.Azure\Azure.NSG.DenyAllInbound,Azure.NSG.DenyAllInbound
Fail,Consider configuring NSGs rules to block outbound management traffic from non-management hosts.,Microsoft.Network/networkSecurityGroups,PSRule.Rules.Azure\Azure.NSG.LateralTraversal,Azure.NSG.LateralTraversal
Fail,Consider cleaning up NSGs that are not required to reduce management complexity. Also consider using Resource Groups to help manage the lifecycle of related resources together.,Microsoft.Network/networkSecurityGroups,PSRule.Rules.Azure\Azure.NSG.Associated,Azure.NSG.Associated
Pass,Consider using names that meet Network Security Group naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Network/networkSecurityGroups,PSRule.Rules.Azure\Azure.NSG.Name,Azure.NSG.Name
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/networkSecurityGroups,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,"Consider updating inbound rules to use a specified source such as an IP range or service tag. If inbound access from Internet-based sources is intended, consider using the service tag Internet.
Consider using services such as Application Gateway and DDoS Protection Standard when inbound Internet access is intended.",Microsoft.Network/networkSecurityGroups,PSRule.Rules.Azure\Azure.NSG.AnyInboundSource,Azure.NSG.AnyInboundSource
Pass,"Deny all inbound rules should not use priority 100. The lowest configurable priority is 100, meaning that whitelisted network traffic rules can not be placed before the deny all.
Consider whitelisting inbound network traffic as required.",Microsoft.Network/networkSecurityGroups,PSRule.Rules.Azure\Azure.NSG.DenyAllInbound,Azure.NSG.DenyAllInbound
Fail,Consider configuring NSGs rules to block outbound management traffic from non-management hosts.,Microsoft.Network/networkSecurityGroups,PSRule.Rules.Azure\Azure.NSG.LateralTraversal,Azure.NSG.LateralTraversal
Pass,Consider cleaning up NSGs that are not required to reduce management complexity. Also consider using Resource Groups to help manage the lifecycle of related resources together.,Microsoft.Network/networkSecurityGroups,PSRule.Rules.Azure\Azure.NSG.Associated,Azure.NSG.Associated
Pass,Consider using names that meet Network Security Group naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Network/networkSecurityGroups,PSRule.Rules.Azure\Azure.NSG.Name,Azure.NSG.Name
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/networkSecurityGroups,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
